party,per_2019,per_2014,state
grac,0.18%,0.20%,"West Bengal"
SUCI(C),0.18%,NULL,NULL
SBM,0.18%,NULL,NULL
PLM,0.18%,NULL,NULL
PSPL,0.18%,NULL,NULL
IND,0.18%,29.10%,Mizoram
IND,0.18%,6.14%,Meghalaya
IND,0.18%,1.73%,Assam
IND,0.18%,1.36%,Kerala
IND,0.18%,1.19%,Manipur
IND,0.18%,0.90%,Rajasthan
IND,0.18%,0.56%,Bihar
IND,0.18%,0.53%,Goa
IND,0.18%,0.53%,"Arunachal Pradesh"
IND,0.18%,0.49%,"Jammu & Kashmir"
IND,0.18%,0.47%,"Dadra & Nagar Haveli"
IND,0.18%,0.38%,"West Bengal"
IND,0.18%,0.37%,Tripura
IND,0.18%,0.36%,Jharkhand
BMF,0.18%,0.30%,Bihar
IND,0.18%,0.28%,Punjab
IND,0.18%,0.26%,"Andaman & Nicobar Islands"
IND,0.18%,0.26%,"NCT OF Delhi"
IND,0.18%,0.26%,"Madhya Pradesh"
IND,0.18%,0.25%,Telangana
IND,0.18%,0.22%,Gujarat
IND,0.18%,0.22%,"Uttar Pradesh"
IND,0.18%,0.21%,"Himachal Pradesh"
IND,0.18%,0.21%,Maharashtra
IND,0.18%,0.19%,Uttarakhand
IND,0.18%,0.17%,Chandigarh
BMF,0.18%,0.16%,"Uttar Pradesh"
IND,0.18%,0.16%,Puducherry
IND,0.18%,0.15%,Karnataka
IND,0.18%,0.12%,"Tamil Nadu"
IND,0.18%,0.10%,Haryana
AIFB,0.18%,24.05%,"West Bengal"
AIFB,0.18%,0.44%,Jharkhand
AIFB,0.18%,0.31%,Assam
AIFB,0.18%,0.26%,Bihar
AIFB,0.18%,0.23%,"Madhya Pradesh"
AIFB,0.18%,0.11%,"Uttar Pradesh"
AIFB,0.18%,0.10%,Maharashtra
AIFB,0.18%,0.08%,"Andaman & Nicobar Islands"
AIFB,0.18%,0.08%,Haryana
AIFB,0.18%,0.07%,Punjab
AIFB,0.18%,0.06%,"Jammu & Kashmir"
AIFB,0.18%,0.06%,Telangana
AIFB,0.18%,0.03%,Rajasthan
AIFB,0.18%,0.03%,Karnataka
AIFB,0.18%,0.02%,"NCT OF Delhi"
RaJPa,0.18%,0.01%,"NCT OF Delhi"
BLSD,0.18%,NULL,NULL
NOTA,0.18%,2.47%,Puducherry
NOTA,0.18%,1.92%,Meghalaya
NOTA,0.18%,1.51%,"Dadra & Nagar Haveli"
NOTA,0.18%,1.18%,"Daman & Diu"
NOTA,0.18%,1.17%,Sikkim
NOTA,0.18%,1.12%,Gujarat
NOTA,0.18%,1.06%,"Tamil Nadu"
NOTA,0.18%,1.00%,Tripura
NOTA,0.18%,0.95%,Goa
NOTA,0.18%,0.94%,Jharkhand
NOTA,0.18%,0.93%,Mizoram
NOTA,0.18%,0.91%,Bihar
NOTA,0.18%,0.91%,"West Bengal"
NOTA,0.18%,0.87%,Kerala
NOTA,0.18%,0.83%,"Arunachal Pradesh"
NOTA,0.18%,0.81%,"Madhya Pradesh"
NOTA,0.18%,0.78%,Assam
NOTA,0.18%,0.76%,Rajasthan
NOTA,0.18%,0.67%,Uttarakhand
NOTA,0.18%,0.61%,"Himachal Pradesh"
NOTA,0.18%,0.58%,"Andaman & Nicobar Islands"
NOTA,0.18%,0.56%,Karnataka
NOTA,0.18%,0.54%,Maharashtra
NOTA,0.18%,0.52%,Telangana
NOTA,0.18%,0.50%,Chandigarh
NOTA,0.18%,0.44%,"Jammu & Kashmir"
NOTA,0.18%,0.43%,"Uttar Pradesh"
NOTA,0.18%,0.42%,Manipur
NOTA,0.18%,0.31%,"NCT OF Delhi"
NOTA,0.18%,0.30%,Punjab
NOTA,0.18%,0.25%,Lakshadweep
NOTA,0.18%,0.23%,Nagaland
NOTA,0.18%,0.21%,Haryana
AVIRP,0.18%,0.16%,Rajasthan
AVIRP,0.18%,0.03%,Haryana
BKVP,0.18%,NULL,NULL
BHHF,0.18%,NULL,NULL
JP,0.18%,NULL,NULL
PPOI,0.18%,0.33%,Telangana
PPOI,0.18%,0.14%,Karnataka
MOSP,0.18%,0.19%,Bihar
MOSP,0.18%,0.10%,"Uttar Pradesh"
IND,0.18%,29.10%,Mizoram
IND,0.18%,6.14%,Meghalaya
IND,0.18%,1.73%,Assam
IND,0.18%,1.36%,Kerala
IND,0.18%,1.19%,Manipur
IND,0.18%,0.90%,Rajasthan
IND,0.18%,0.56%,Bihar
IND,0.18%,0.53%,Goa
IND,0.18%,0.53%,"Arunachal Pradesh"
IND,0.18%,0.49%,"Jammu & Kashmir"
IND,0.18%,0.47%,"Dadra & Nagar Haveli"
IND,0.18%,0.38%,"West Bengal"
IND,0.18%,0.37%,Tripura
IND,0.18%,0.36%,Jharkhand
IND,0.18%,0.28%,Punjab
IND,0.18%,0.26%,"Andaman & Nicobar Islands"
IND,0.18%,0.26%,"NCT OF Delhi"
IND,0.18%,0.26%,"Madhya Pradesh"
IND,0.18%,0.25%,Telangana
IND,0.18%,0.22%,Gujarat
IND,0.18%,0.22%,"Uttar Pradesh"
IND,0.18%,0.21%,"Himachal Pradesh"
IND,0.18%,0.21%,Maharashtra
IND,0.18%,0.19%,Uttarakhand
IND,0.18%,0.17%,Chandigarh
IND,0.18%,0.16%,Puducherry
IND,0.18%,0.15%,Karnataka
IND,0.18%,0.12%,"Tamil Nadu"
IND,0.18%,0.10%,Haryana
IND,0.18%,29.10%,Mizoram
IND,0.18%,6.14%,Meghalaya
IND,0.18%,1.73%,Assam
IND,0.18%,1.36%,Kerala
IND,0.18%,1.19%,Manipur
IND,0.18%,0.90%,Rajasthan
IND,0.18%,0.56%,Bihar
IND,0.18%,0.53%,Goa
IND,0.18%,0.53%,"Arunachal Pradesh"
IND,0.18%,0.49%,"Jammu & Kashmir"
IND,0.18%,0.47%,"Dadra & Nagar Haveli"
IND,0.18%,0.38%,"West Bengal"
IND,0.18%,0.37%,Tripura
IND,0.18%,0.36%,Jharkhand
IND,0.18%,0.28%,Punjab
IND,0.18%,0.26%,"Andaman & Nicobar Islands"
IND,0.18%,0.26%,"NCT OF Delhi"
IND,0.18%,0.26%,"Madhya Pradesh"
IND,0.18%,0.25%,Telangana
IND,0.18%,0.22%,Gujarat
IND,0.18%,0.22%,"Uttar Pradesh"
IND,0.18%,0.21%,"Himachal Pradesh"
IND,0.18%,0.21%,Maharashtra
IND,0.18%,0.19%,Uttarakhand
IND,0.18%,0.17%,Chandigarh
IND,0.18%,0.16%,Puducherry
IND,0.18%,0.15%,Karnataka
IND,0.18%,0.12%,"Tamil Nadu"
IND,0.18%,0.10%,Haryana
JD(U),0.18%,9.36%,Bihar
JD(U),0.18%,1.28%,Rajasthan
JD(U),0.18%,1.12%,Jharkhand
JD(U),0.18%,0.77%,"Madhya Pradesh"
JD(U),0.18%,0.54%,Gujarat
JD(U),0.18%,0.33%,Maharashtra
JD(U),0.18%,0.25%,Telangana
JD(U),0.18%,0.24%,"Uttar Pradesh"
JD(U),0.18%,0.19%,Punjab
JD(U),0.18%,0.15%,"West Bengal"
JD(U),0.18%,0.12%,Manipur
JD(U),0.18%,0.12%,"Dadra & Nagar Haveli"
JD(U),0.18%,0.12%,Karnataka
JD(U),0.18%,0.10%,Kerala
JD(U),0.18%,0.07%,Chandigarh
JD(U),0.18%,0.06%,Haryana
JD(U),0.18%,0.03%,Puducherry
JD(U),0.18%,0.02%,"Tamil Nadu"
JD(U),0.18%,9.36%,Bihar
JD(U),0.18%,1.28%,Rajasthan
JD(U),0.18%,1.12%,Jharkhand
JD(U),0.18%,0.77%,"Madhya Pradesh"
JD(U),0.18%,0.54%,Gujarat
JD(U),0.18%,0.33%,Maharashtra
JD(U),0.18%,0.25%,Telangana
JD(U),0.18%,0.24%,"Uttar Pradesh"
JD(U),0.18%,0.19%,Punjab
JD(U),0.18%,0.15%,"West Bengal"
JD(U),0.18%,0.12%,Manipur
JD(U),0.18%,0.12%,"Dadra & Nagar Haveli"
JD(U),0.18%,0.12%,Karnataka
JD(U),0.18%,0.10%,Kerala
JD(U),0.18%,0.07%,Chandigarh
JD(U),0.18%,0.06%,Haryana
JD(U),0.18%,0.03%,Puducherry
JD(U),0.18%,0.02%,"Tamil Nadu"
RKSP,0.18%,0.64%,Jharkhand
RKSP,0.18%,0.43%,Bihar
RKSP,0.18%,0.18%,"Uttar Pradesh"
RKSP,0.18%,0.14%,Karnataka
AMPK,0.18%,NULL,NULL
NCP,0.18%,43.40%,Lakshadweep
NCP,0.18%,29.82%,Bihar
NCP,0.18%,21.41%,Maharashtra
NCP,0.18%,15.62%,Gujarat
NCP,0.18%,6.71%,Manipur
NCP,0.18%,2.96%,Karnataka
NCP,0.18%,1.36%,"Arunachal Pradesh"
NCP,0.18%,0.82%,"Dadra & Nagar Haveli"
NCP,0.18%,0.72%,Rajasthan
NCP,0.18%,0.43%,"Andaman & Nicobar Islands"
NCP,0.18%,0.39%,"Uttar Pradesh"
NCP,0.18%,0.31%,Telangana
NCP,0.18%,0.15%,Punjab
TTNP,0.18%,NULL,NULL
RPI(KH),0.18%,0.25%,Telangana
RPI(KH),0.18%,0.20%,"Madhya Pradesh"
RPI(KH),0.18%,0.15%,Maharashtra
RPI(KH),0.18%,0.06%,Gujarat
SUCI(C),0.18%,NULL,NULL
ASP,0.18%,0.28%,"Uttar Pradesh"
ASP,0.18%,0.25%,"Jammu & Kashmir"
ASP,0.18%,0.06%,Maharashtra
BBM,0.18%,0.92%,Maharashtra
JeSM,0.18%,0.25%,"West Bengal"
BGanP,0.17%,NULL,NULL
KPOI,0.17%,NULL,NULL
AYSRCP,0.17%,NULL,NULL
KRUP,0.17%,NULL,NULL
ABJS,0.17%,0.46%,Bihar
ABJS,0.17%,0.28%,Jharkhand
ABJS,0.17%,0.03%,Maharashtra
APoI,0.17%,0.39%,"Madhya Pradesh"
APoI,0.17%,0.16%,Rajasthan
APoI,0.17%,0.16%,Maharashtra
SGUP,0.17%,NULL,NULL
SUCI(C),0.17%,NULL,NULL
PJSP,0.17%,NULL,NULL
SatBP,0.17%,NULL,NULL
NOTA,0.17%,2.47%,Puducherry
NOTA,0.17%,1.92%,Meghalaya
NOTA,0.17%,1.51%,"Dadra & Nagar Haveli"
NOTA,0.17%,1.18%,"Daman & Diu"
NOTA,0.17%,1.17%,Sikkim
NOTA,0.17%,1.12%,Gujarat
NOTA,0.17%,1.06%,"Tamil Nadu"
NOTA,0.17%,1.00%,Tripura
NOTA,0.17%,0.95%,Goa
NOTA,0.17%,0.94%,Jharkhand
NOTA,0.17%,0.93%,Mizoram
NOTA,0.17%,0.91%,Bihar
NOTA,0.17%,0.91%,"West Bengal"
NOTA,0.17%,0.87%,Kerala
NOTA,0.17%,0.83%,"Arunachal Pradesh"
NOTA,0.17%,0.81%,"Madhya Pradesh"
NOTA,0.17%,0.78%,Assam
NOTA,0.17%,0.76%,Rajasthan
NOTA,0.17%,0.67%,Uttarakhand
NOTA,0.17%,0.61%,"Himachal Pradesh"
NOTA,0.17%,0.58%,"Andaman & Nicobar Islands"
NOTA,0.17%,0.56%,Karnataka
NOTA,0.17%,0.54%,Maharashtra
NOTA,0.17%,0.52%,Telangana
NOTA,0.17%,0.50%,Chandigarh
NOTA,0.17%,0.44%,"Jammu & Kashmir"
NOTA,0.17%,0.43%,"Uttar Pradesh"
NOTA,0.17%,0.42%,Manipur
NOTA,0.17%,0.31%,"NCT OF Delhi"
NOTA,0.17%,0.30%,Punjab
NOTA,0.17%,0.25%,Lakshadweep
NOTA,0.17%,0.23%,Nagaland
NOTA,0.17%,0.21%,Haryana
BTP,0.17%,NULL,NULL
PSS,0.17%,0.33%,Bihar
PSS,0.17%,0.04%,"Madhya Pradesh"
ADPT,0.17%,0.14%,"Uttar Pradesh"
ADPT,0.17%,0.07%,Gujarat
SWAJANPA,0.17%,NULL,NULL
JanSP,0.17%,0.06%,Punjab
SaBP,0.17%,0.18%,Bihar
JGHTP,0.17%,NULL,NULL
SP,0.17%,13.27%,"Uttar Pradesh"
SP,0.17%,1.20%,"West Bengal"
SP,0.17%,1.18%,"Madhya Pradesh"
SP,0.17%,0.98%,Lakshadweep
SP,0.17%,0.54%,Jharkhand
SP,0.17%,0.51%,Bihar
SP,0.17%,0.39%,Uttarakhand
SP,0.17%,0.25%,Assam
SP,0.17%,0.19%,Rajasthan
SP,0.17%,0.19%,Maharashtra
SP,0.17%,0.18%,"Himachal Pradesh"
SP,0.17%,0.16%,Haryana
SP,0.17%,0.15%,"Jammu & Kashmir"
SP,0.17%,0.15%,Gujarat
SP,0.17%,0.14%,"Tamil Nadu"
SP,0.17%,0.14%,"Andaman & Nicobar Islands"
SP,0.17%,0.13%,Karnataka
SP,0.17%,0.06%,Punjab
PPOI,0.17%,0.33%,Telangana
PPOI,0.17%,0.14%,Karnataka
NED,0.17%,NULL,NULL
BMUP,0.17%,0.32%,Jharkhand
BMUP,0.17%,0.28%,Bihar
BMUP,0.17%,0.26%,Maharashtra
BMUP,0.17%,0.25%,Rajasthan
BMUP,0.17%,0.24%,"West Bengal"
BMUP,0.17%,0.23%,Gujarat
BMUP,0.17%,0.18%,"Dadra & Nagar Haveli"
BMUP,0.17%,0.15%,"Uttar Pradesh"
BMUP,0.17%,0.14%,Telangana
BMUP,0.17%,0.14%,"Madhya Pradesh"
BMUP,0.17%,0.12%,Goa
BMUP,0.17%,0.09%,Chandigarh
BMUP,0.17%,0.08%,Punjab
BMUP,0.17%,0.08%,Karnataka
BMUP,0.17%,0.06%,"Himachal Pradesh"
BMUP,0.17%,0.05%,Haryana
BMUP,0.17%,0.04%,Uttarakhand
BMUP,0.17%,0.04%,"NCT OF Delhi"
PSPL,0.16%,NULL,NULL
HSS,0.16%,NULL,NULL
SHS,0.16%,29.93%,Maharashtra
SHS,0.16%,1.37%,Bihar
SHS,0.16%,0.21%,Kerala
SHS,0.16%,0.19%,"Dadra & Nagar Haveli"
SHS,0.16%,0.19%,"Himachal Pradesh"
SHS,0.16%,0.18%,Assam
SHS,0.16%,0.15%,"Madhya Pradesh"
SHS,0.16%,0.15%,"Uttar Pradesh"
SHS,0.16%,0.13%,Punjab
SHS,0.16%,0.06%,Uttarakhand
SHS,0.16%,0.04%,Telangana
SHS,0.16%,0.03%,"NCT OF Delhi"
BSCP,0.16%,0.33%,"Madhya Pradesh"
BSCP,0.16%,0.11%,Haryana
BSCP,0.16%,0.11%,"Uttar Pradesh"
LOGAP,0.16%,NULL,NULL
BHTJP,0.16%,NULL,NULL
SP,0.16%,13.27%,"Uttar Pradesh"
SP,0.16%,1.20%,"West Bengal"
SP,0.16%,1.18%,"Madhya Pradesh"
SP,0.16%,0.98%,Lakshadweep
SP,0.16%,0.54%,Jharkhand
SP,0.16%,0.51%,Bihar
SP,0.16%,0.39%,Uttarakhand
SP,0.16%,0.25%,Assam
SP,0.16%,0.19%,Rajasthan
SP,0.16%,0.19%,Maharashtra
SP,0.16%,0.18%,"Himachal Pradesh"
SP,0.16%,0.16%,Haryana
SP,0.16%,0.15%,"Jammu & Kashmir"
SP,0.16%,0.15%,Gujarat
SP,0.16%,0.14%,"Tamil Nadu"
SP,0.16%,0.14%,"Andaman & Nicobar Islands"
SP,0.16%,0.13%,Karnataka
SP,0.16%,0.06%,Punjab
SaDa,0.16%,0.13%,"Uttar Pradesh"
SHS,0.16%,29.93%,Maharashtra
SHS,0.16%,1.37%,Bihar
SHS,0.16%,0.21%,Kerala
SHS,0.16%,0.19%,"Dadra & Nagar Haveli"
SHS,0.16%,0.19%,"Himachal Pradesh"
SHS,0.16%,0.18%,Assam
SHS,0.16%,0.15%,"Madhya Pradesh"
SHS,0.16%,0.15%,"Uttar Pradesh"
SHS,0.16%,0.13%,Punjab
SHS,0.16%,0.06%,Uttarakhand
SHS,0.16%,0.04%,Telangana
SHS,0.16%,0.03%,"NCT OF Delhi"
KSRSP,0.16%,NULL,NULL
ALINLBP,0.16%,NULL,NULL
PSPL,0.16%,NULL,NULL
ManJP,0.16%,NULL,NULL
MMKA,0.16%,0.08%,"Tamil Nadu"
JaSD,0.16%,NULL,NULL
SMARTIP,0.16%,NULL,NULL
IND,0.16%,29.10%,Mizoram
IND,0.16%,6.14%,Meghalaya
IND,0.16%,1.73%,Assam
IND,0.16%,1.36%,Kerala
IND,0.16%,1.19%,Manipur
IND,0.16%,0.90%,Rajasthan
IND,0.16%,0.56%,Bihar
IND,0.16%,0.53%,Goa
IND,0.16%,0.53%,"Arunachal Pradesh"
IND,0.16%,0.49%,"Jammu & Kashmir"
IND,0.16%,0.47%,"Dadra & Nagar Haveli"
IND,0.16%,0.38%,"West Bengal"
IND,0.16%,0.37%,Tripura
IND,0.16%,0.36%,Jharkhand
IND,0.16%,0.28%,Punjab
IND,0.16%,0.26%,"Andaman & Nicobar Islands"
IND,0.16%,0.26%,"NCT OF Delhi"
IND,0.16%,0.26%,"Madhya Pradesh"
IND,0.16%,0.25%,Telangana
IND,0.16%,0.22%,Gujarat
IND,0.16%,0.22%,"Uttar Pradesh"
IND,0.16%,0.21%,"Himachal Pradesh"
IND,0.16%,0.21%,Maharashtra
IND,0.16%,0.19%,Uttarakhand
IND,0.16%,0.17%,Chandigarh
IND,0.16%,0.16%,Puducherry
IND,0.16%,0.15%,Karnataka
IND,0.16%,0.12%,"Tamil Nadu"
IND,0.16%,0.10%,Haryana
RPI(A),0.16%,4.17%,Maharashtra
RPI(A),0.16%,0.67%,Telangana
RPI(A),0.16%,0.43%,Bihar
RPI(A),0.16%,0.33%,"West Bengal"
RPI(A),0.16%,0.14%,"Madhya Pradesh"
RPI(A),0.16%,0.14%,"Uttar Pradesh"
RPI(A),0.16%,0.12%,Karnataka
RPI(A),0.16%,0.09%,Gujarat
RPI(A),0.16%,0.08%,"Tamil Nadu"
RPI(A),0.16%,0.07%,Punjab
RPI(A),0.16%,0.04%,Haryana
RPI(A),0.16%,0.04%,Kerala
RPI(A),0.16%,0.02%,"NCT OF Delhi"
RSPS,0.16%,24.91%,Maharashtra
RSPS,0.16%,0.18%,Karnataka
RSPS,0.16%,0.10%,"Tamil Nadu"
RSPS,0.16%,0.10%,"Uttar Pradesh"
RSPS,0.16%,0.06%,Gujarat
IND,0.16%,29.10%,Mizoram
IND,0.16%,6.14%,Meghalaya
IND,0.16%,1.73%,Assam
IND,0.16%,1.36%,Kerala
IND,0.16%,1.19%,Manipur
IND,0.16%,0.90%,Rajasthan
IND,0.16%,0.56%,Bihar
IND,0.16%,0.53%,Goa
IND,0.16%,0.53%,"Arunachal Pradesh"
IND,0.16%,0.49%,"Jammu & Kashmir"
IND,0.16%,0.47%,"Dadra & Nagar Haveli"
IND,0.16%,0.38%,"West Bengal"
IND,0.16%,0.37%,Tripura
IND,0.16%,0.36%,Jharkhand
IND,0.16%,0.28%,Punjab
IND,0.16%,0.26%,"Andaman & Nicobar Islands"
IND,0.16%,0.26%,"NCT OF Delhi"
IND,0.16%,0.26%,"Madhya Pradesh"
IND,0.16%,0.25%,Telangana
IND,0.16%,0.22%,Gujarat
IND,0.16%,0.22%,"Uttar Pradesh"
IND,0.16%,0.21%,"Himachal Pradesh"
IND,0.16%,0.21%,Maharashtra
IND,0.16%,0.19%,Uttarakhand
IND,0.16%,0.17%,Chandigarh
IND,0.16%,0.16%,Puducherry
IND,0.16%,0.15%,Karnataka
IND,0.16%,0.12%,"Tamil Nadu"
IND,0.16%,0.10%,Haryana
RPP,0.16%,NULL,NULL
ABNNP,0.16%,NULL,NULL
SGUP,0.16%,NULL,NULL
SPAKP,0.16%,NULL,NULL
ASDHP,0.16%,NULL,NULL
PRSHP,0.16%,NULL,NULL
BNJD,0.16%,0.34%,Gujarat
BMSM,0.16%,0.21%,"Madhya Pradesh"
IUML,0.15%,34.31%,Kerala
IUML,0.15%,15.69%,"Tamil Nadu"
IUML,0.15%,0.68%,Jharkhand
IUML,0.15%,0.53%,"Madhya Pradesh"
IUML,0.15%,0.36%,Bihar
IUML,0.15%,0.22%,"West Bengal"
IUML,0.15%,0.16%,Punjab
IUML,0.15%,0.09%,Assam
IUML,0.15%,0.06%,Maharashtra
IUML,0.15%,0.05%,Telangana
IUML,0.15%,0.03%,"Uttar Pradesh"
TNLK,0.15%,NULL,NULL
PSPL,0.15%,NULL,NULL
KPOI,0.15%,NULL,NULL
PRCP,0.15%,0.30%,Rajasthan
PRCP,0.15%,0.08%,Maharashtra
TRIPP,0.15%,NULL,NULL
RSTSAHP,0.15%,NULL,NULL
RSPS,0.15%,24.91%,Maharashtra
RSPS,0.15%,0.18%,Karnataka
RSPS,0.15%,0.10%,"Tamil Nadu"
RSPS,0.15%,0.10%,"Uttar Pradesh"
RSPS,0.15%,0.06%,Gujarat
AAM,0.15%,NULL,NULL
DMSK,0.15%,NULL,NULL
HND,0.15%,0.13%,Maharashtra
HND,0.15%,0.07%,Gujarat
HND,0.15%,0.03%,"NCT OF Delhi"
PSPL,0.15%,NULL,NULL
GGP,0.15%,0.87%,"Madhya Pradesh"
GGP,0.15%,0.61%,Bihar
GGP,0.15%,0.23%,"Uttar Pradesh"
GGP,0.15%,0.16%,Maharashtra
BSCP,0.15%,0.33%,"Madhya Pradesh"
BSCP,0.15%,0.11%,Haryana
BSCP,0.15%,0.11%,"Uttar Pradesh"
RAPty,0.15%,NULL,NULL
RADM,0.15%,NULL,NULL
SATKP,0.15%,NULL,NULL
AIFB,0.15%,24.05%,"West Bengal"
AIFB,0.15%,0.44%,Jharkhand
PMSP,0.15%,0.42%,Bihar
AIFB,0.15%,0.31%,Assam
AIFB,0.15%,0.26%,Bihar
AIFB,0.15%,0.23%,"Madhya Pradesh"
PMSP,0.15%,0.23%,"Uttar Pradesh"
PDS,0.15%,0.21%,"West Bengal"
AIFB,0.15%,0.11%,"Uttar Pradesh"
AIFB,0.15%,0.10%,Maharashtra
AIFB,0.15%,0.08%,"Andaman & Nicobar Islands"
AIFB,0.15%,0.08%,Haryana
AIFB,0.15%,0.07%,Punjab
AIFB,0.15%,0.06%,"Jammu & Kashmir"
AIFB,0.15%,0.06%,Telangana
AIFB,0.15%,0.03%,Rajasthan
AIFB,0.15%,0.03%,Karnataka
AIFB,0.15%,0.02%,"NCT OF Delhi"
BHBHP,0.15%,NULL,NULL
IND,0.15%,29.10%,Mizoram
IND,0.15%,6.14%,Meghalaya
IND,0.15%,1.73%,Assam
IND,0.15%,1.36%,Kerala
IND,0.15%,1.19%,Manipur
IND,0.15%,0.90%,Rajasthan
IND,0.15%,0.56%,Bihar
IND,0.15%,0.53%,Goa
IND,0.15%,0.53%,"Arunachal Pradesh"
IND,0.15%,0.49%,"Jammu & Kashmir"
IND,0.15%,0.47%,"Dadra & Nagar Haveli"
IND,0.15%,0.38%,"West Bengal"
IND,0.15%,0.37%,Tripura
IND,0.15%,0.36%,Jharkhand
IND,0.15%,0.28%,Punjab
IND,0.15%,0.26%,"Andaman & Nicobar Islands"
IND,0.15%,0.26%,"NCT OF Delhi"
IND,0.15%,0.26%,"Madhya Pradesh"
IND,0.15%,0.25%,Telangana
IND,0.15%,0.22%,Gujarat
IND,0.15%,0.22%,"Uttar Pradesh"
IND,0.15%,0.21%,"Himachal Pradesh"
IND,0.15%,0.21%,Maharashtra
IND,0.15%,0.19%,Uttarakhand
IND,0.15%,0.17%,Chandigarh
IND,0.15%,0.16%,Puducherry
IND,0.15%,0.15%,Karnataka
IND,0.15%,0.12%,"Tamil Nadu"
IND,0.15%,0.10%,Haryana
SUCI(C),0.15%,NULL,NULL
JRVP,0.15%,NULL,NULL
SMFB,0.15%,NULL,NULL
UKKD,0.15%,NULL,NULL
BALP,0.15%,NULL,NULL
APoI,0.15%,0.39%,"Madhya Pradesh"
APoI,0.15%,0.16%,Rajasthan
APoI,0.15%,0.16%,Maharashtra
BNSKP,0.15%,NULL,NULL
RTORP,0.15%,NULL,NULL
NDPOI,0.15%,NULL,NULL
RASHLSP,0.14%,NULL,NULL
KSRP,0.14%,NULL,NULL
CPI(ML)(L),0.14%,2.72%,Jharkhand
CPI(ML)(L),0.14%,1.27%,Bihar
CPI(ML)(L),0.14%,0.70%,Assam
CPI(ML)(L),0.14%,0.64%,Gujarat
CPI(ML)(L),0.14%,0.47%,"West Bengal"
CPI(ML)(L),0.14%,0.36%,Tripura
CPI(ML)(L),0.14%,0.32%,Chandigarh
CPI(ML)(L),0.14%,0.28%,Uttarakhand
CPI(ML)(L),0.14%,0.26%,Punjab
CPI(ML)(L),0.14%,0.23%,Telangana
CPI(ML)(L),0.14%,0.22%,"Uttar Pradesh"
CPI(ML)(L),0.14%,0.18%,Rajasthan
CPI(ML)(L),0.14%,0.17%,"Tamil Nadu"
CPI(ML)(L),0.14%,0.16%,"Andaman & Nicobar Islands"
CPI(ML)(L),0.14%,0.13%,Karnataka
CPI(ML)(L),0.14%,0.05%,Puducherry
SNP,0.14%,NULL,NULL
ANRP,0.14%,NULL,NULL
FPI,0.14%,NULL,NULL
BLokSP,0.14%,NULL,NULL
BMUP,0.14%,0.32%,Jharkhand
BMUP,0.14%,0.28%,Bihar
BMUP,0.14%,0.26%,Maharashtra
BMUP,0.14%,0.25%,Rajasthan
BMUP,0.14%,0.24%,"West Bengal"
BMUP,0.14%,0.23%,Gujarat
BMUP,0.14%,0.18%,"Dadra & Nagar Haveli"
BMUP,0.14%,0.15%,"Uttar Pradesh"
BMUP,0.14%,0.14%,Telangana
BMUP,0.14%,0.14%,"Madhya Pradesh"
BMUP,0.14%,0.12%,Goa
BMUP,0.14%,0.09%,Chandigarh
BMUP,0.14%,0.08%,Punjab
BMUP,0.14%,0.08%,Karnataka
BMUP,0.14%,0.06%,"Himachal Pradesh"
BMUP,0.14%,0.05%,Haryana
BMUP,0.14%,0.04%,Uttarakhand
BMUP,0.14%,0.04%,"NCT OF Delhi"
SHS,0.14%,29.93%,Maharashtra
SHS,0.14%,1.37%,Bihar
SHS,0.14%,0.21%,Kerala
SHS,0.14%,0.19%,"Dadra & Nagar Haveli"
SHS,0.14%,0.19%,"Himachal Pradesh"
SHS,0.14%,0.18%,Assam
SHS,0.14%,0.15%,"Madhya Pradesh"
SHS,0.14%,0.15%,"Uttar Pradesh"
SHS,0.14%,0.13%,Punjab
SHS,0.14%,0.06%,Uttarakhand
SHS,0.14%,0.04%,Telangana
SHS,0.14%,0.03%,"NCT OF Delhi"
YVP,0.14%,NULL,NULL
UTSAP,0.14%,NULL,NULL
SUTF,0.14%,NULL,NULL
CPI(ML)(L),0.14%,2.72%,Jharkhand
CPI(ML)(L),0.14%,1.27%,Bihar
CPI(ML)(L),0.14%,0.70%,Assam
CPI(ML)(L),0.14%,0.64%,Gujarat
CPI(ML)(L),0.14%,0.47%,"West Bengal"
CPI(ML)(L),0.14%,0.36%,Tripura
CPI(ML)(L),0.14%,0.32%,Chandigarh
CPI(ML)(L),0.14%,0.28%,Uttarakhand
CPI(ML)(L),0.14%,0.26%,Punjab
CPI(ML)(L),0.14%,0.23%,Telangana
CPI(ML)(L),0.14%,0.22%,"Uttar Pradesh"
CPI(ML)(L),0.14%,0.18%,Rajasthan
CPI(ML)(L),0.14%,0.17%,"Tamil Nadu"
CPI(ML)(L),0.14%,0.16%,"Andaman & Nicobar Islands"
CPI(ML)(L),0.14%,0.13%,Karnataka
CPI(ML)(L),0.14%,0.05%,Puducherry
JPJD,0.14%,0.35%,Bihar
PRCP,0.14%,0.30%,Rajasthan
PRCP,0.14%,0.08%,Maharashtra
HND,0.14%,0.13%,Maharashtra
HND,0.14%,0.07%,Gujarat
HND,0.14%,0.03%,"NCT OF Delhi"
BHAPRAP,0.14%,NULL,NULL
JANKRPR,0.14%,NULL,NULL
RSPS,0.14%,24.91%,Maharashtra
RSPS,0.14%,0.18%,Karnataka
RSPS,0.14%,0.10%,"Tamil Nadu"
